ID,URL,Source_Domain,Source_Type,Title,Snippet,Publish_Date,Category_Guess,Score,Reason,Status,Collected_By,Added_On,Last_Checked,RepFlag,has_CVE,has_TID,has_IOC,has_MiningTok,has_NFSTok,has_SSHTok,SigFlag,Quality2,Quality4,__SelectedCategory
,https://thedfirreport.com/2025/01/27/cobalt-strike-and-a-pair-of-socks-lead-to-lockbit-ransomware/,thedfirreport.com,RSS,Cobalt Strike and a Pair of SOCKS Lead to LockBit Ransomware,"Key Takeaways Case Summary This intrusion began near the end of January 2024 when the user downloaded and executed a file using the same name (setup_wm.exe) and executable icon, as &#8230; <a class=""more-link"" href=""https://thedfirreport.com/2025/01/27/cobalt-strike-and-a-pair-of-socks-lead-to-lockbit-ransomware/"">Read More</a>",2025-01-27T01:42:49+00:00,NFS / File-Share Exposure,0.6762,"dom_w=0.85, rec=0.98, cat_hits=1, sig=0",New,,2025-09-08T23:34:25.170373,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.schneier.com/blog/archives/2025/09/generative-ai-as-a-cybercrime-assistant.html,www.schneier.com,RSS,Generative AI as a Cybercrime Assistant,"<p>Anthropic <a href=""https://www.anthropic.com/news/detecting-countering-misuse-aug-2025"">reports</a> on a Claude user:</p>
<blockquote><p>We recently disrupted a sophisticated cybercriminal that used Claude Code to commit large-scale theft and extortion of personal data. The actor targeted at least 17 distinct organizations, including in healthcare, the emergency services, and government and religious institutions. Rather than encrypt the stolen information with traditional ransomware, the actor threatened to expose the data publicly in order to attempt to extort victims into paying ransoms that sometimes exceeded $500,000.</p>
<p>The actor used AI to what we believe is an unprecedented degree. Claude Code was used to automate reconnaissance, harvesting victims&#8217; credentials, and penetrating networks. Claude was allowed to make both tactical and strategic decisions, such as deciding which data to exfiltrate, and how to craft psychologically targeted extortion demands. Claude analyzed the exfiltrated financial data to determine appropriate ransom amounts, and generated visually alarming ransom notes that were displayed on victim machines...</p></blockquote>",2025-09-04T11:06:25+00:00,NFS / File-Share Exposure,0.6458,"dom_w=0.75, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:34:24.009056,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.schneier.com/blog/archives/2025/09/friday-squid-blogging-the-origin-and-propagation-of-squid.html,www.schneier.com,RSS,Friday Squid Blogging: The Origin and Propagation of Squid,"<p>New <a href=""https://www.science.org/doi/10.1126/science.adu6248"">research</a> (paywalled):</p>
<blockquote><p><b>Editor&#8217;s summary:</b></p>
<p>Cephalopods are one of the most successful marine invertebrates in modern oceans, and they have a 500-million-year-old history. However, we know very little about their evolution because soft-bodied animals rarely fossilize. Ikegami et al. developed an approach to reveal squid fossils, focusing on their beaks, the sole hard component of their bodies. They found that squids radiated rapidly after shedding their shells, reaching high levels of diversity by 100 million years ago. This finding shows both that squid body forms led to early success and that their radiation was not due to the end-Cretaceous extinction event...</p></blockquote>",2025-09-06T00:05:27+00:00,NFS / File-Share Exposure,0.6458,"dom_w=0.75, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:34:24.008344,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.schneier.com/blog/archives/2025/08/friday-squid-blogging-catching-humboldt-squid.html,www.schneier.com,RSS,Friday Squid Blogging: Catching Humboldt Squid,"<p>First-person <a href=""https://gilaherald.com/editorial-not-intentionally-fishing-for-squid/"">account</a> of someone accidentally catching several Humboldt squid on a fishing line. No photos, though.</p>
<p>As usual, you can also use this squid post to talk about the security stories in the news that I haven&#8217;t covered.</p>
<p><a href=""https://www.schneier.com/blog/archives/2024/06/new-blog-moderation-policy.html"">Blog moderation policy.</a></p>",2025-08-29T21:04:09+00:00,NFS / File-Share Exposure,0.6456,"dom_w=0.75, rec=1.0, cat_hits=1, sig=0",New,,2025-09-08T23:34:24.009944,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/cephalus-ransomware,www.huntress.com,RSS,Cephalus Ransomware: Don’t Lose Your Head,"In mid-August, Huntress saw two incidents that linked back to a ransomware variant called Cephalus, which included DLL sideloading via a legitimate SentinelOne executable.",2025-08-21T21:00:00+00:00,NFS / File-Share Exposure,0.6455,"dom_w=0.75, rec=1.0, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.073556,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/kawalocker-ransomware-deployed,www.huntress.com,RSS,"Kawabunga, Dude, You’ve Been Ransomed!","Thanks in large part to our customer base, Huntress sees a great deal of interesting activity, particularly from threat actors (but also from admins). Part of that activity includes not just ransomware variants that Huntress hasn’t seen before, but also variants that may not have been documented via any public means. Further, when these incidents occur, Huntress very often gets a detailed look at the threat actor’s activity, including commands and their timing.",2025-08-14T05:00:00+00:00,NFS / File-Share Exposure,0.6454,"dom_w=0.75, rec=1.0, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.073766,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/why-old-ransomware-playbooks-never-die,www.huntress.com,RSS,The Commented Kill Chain: Why Old Ransomware Playbooks Never Die,"When a clearly commented script revealed an attacker's tactics, Huntress prevented encryption. Read on to learn more about the evolution of recycled ransomware playbooks used by multiple threat actors.",2025-07-31T04:00:00+00:00,NFS / File-Share Exposure,0.6451,"dom_w=0.75, rec=1.0, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.074137,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/crux-ransomware,www.huntress.com,RSS,Getting to the Crux (Ransomware) of the Matter,"Huntress has observed a new ransomware variant, Crux, being used in multiple incidents.",2025-07-18T04:00:00+00:00,NFS / File-Share Exposure,0.6448,"dom_w=0.75, rec=1.0, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.074315,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/advanced-intrusion-targeting-executive-at-critical-marketing-research-company,www.huntress.com,RSS,“Advanced” Intrusion Targeting Critical Marketing Research Company,"An intrusion at a market research company used living-off-the-land techniques, but Huntress detected and mitigated the threat, uncovering tactics like service creation and registry manipulation. Learn more and get detection guidance and mitigation strategies.",2025-05-27T05:00:00+00:00,NFS / File-Share Exposure,0.6437,"dom_w=0.75, rec=0.99, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.075601,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/for-ransomware-time-to-ransom-is-money,www.huntress.com,RSS,Time to Ransom is Money,"During ransomware attacks, the average time-to-ransom for attackers is almost 17 hours. Learn more about what this means for businesses.",2025-05-13T05:00:00+00:00,NFS / File-Share Exposure,0.6435,"dom_w=0.75, rec=0.99, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.075941,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/breaking-down-ransomware-attacks-and-how-to-stay-ahead,www.huntress.com,RSS,Breaking Down Ransomware Attacks and How to Stay Ahead,"Learn how ransomware works, why it’s on the rise, and how you can defend against it. Stay prepared with these essential cybersecurity tips from Huntress.",2025-05-15T05:00:00+00:00,NFS / File-Share Exposure,0.6435,"dom_w=0.75, rec=0.99, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.075836,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/infographic-uncover-tomorrows-cyber-threats-today,www.huntress.com,RSS,Uncover Tomorrow’s Cyber Threats Today | Huntress,"Explore 2024's top cyber threats, including ransomware trends, advanced phishing tactics, and targeted industries. Stay ahead—download the Huntress 2025 Cyber Threat Report now!",2025-03-04T00:00:00+00:00,NFS / File-Share Exposure,0.642,"dom_w=0.75, rec=0.99, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.077608,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/huntress-2025-cyber-threat-report-proliferating-rats-evolving-ransomware-and-other-findings,www.huntress.com,RSS,"2025 Cybersecurity Threat Report: Proliferating RATs, Evolving Ransomware, and Other Findings | Huntress","Huntress’ 2025 Cyber Threat Report is here! Explore the year's biggest threats—RATs, phishing, ransomware—and how evolving tactics demand smarter defense.",2025-02-11T00:00:00+00:00,NFS / File-Share Exposure,0.6416,"dom_w=0.75, rec=0.99, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.077811,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/its-not-safe-to-pay-safepay,www.huntress.com,RSS,It’s Not Safe To Pay SafePa,"Huntress has observed Akira ransomware affiliates in action, as well as ReadText34 and INC ransomware being deployed.",2024-11-14T00:00:00+00:00,NFS / File-Share Exposure,0.6398,"dom_w=0.75, rec=0.98, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.078971,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/a-parents-guide-to-securing-childrens-tech-gifts,www.huntress.com,RSS,A Parent's Guide to Securing Children's Tech Gifts | Huntress,"Safeguard holiday tech gifts for kids this season—secure their devices, protect privacy, and build lifelong safety habits. Feat. resources from our exclusive Fireside Chat.",2024-11-13T00:00:00+00:00,NFS / File-Share Exposure,0.6397,"dom_w=0.75, rec=0.98, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.079078,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/readtext34-ransomware-incident,www.huntress.com,RSS,ReadText34 Ransomware Incident | Huntress,"Huntress analysts see a number of attacks on a daily and weekly basis, some of which include ransomware attacks. Now and again, Huntress analysts will observe a ransomware attack that stands out in some novel manner.",2024-09-22T16:48:35+00:00,NFS / File-Share Exposure,0.6387,"dom_w=0.75, rec=0.98, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.080126,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/a-surge-in-ransomware-insights-from-our-2024-cyber-threat-report,www.huntress.com,RSS,Insights from Our 2024 Cyber Threat Report | Huntress,Explore the interesting changes in the world of ransomware and more key findings from Huntress' 2024 Cyber Threat Report.,2024-05-22T00:00:00+00:00,NFS / File-Share Exposure,0.6362,"dom_w=0.75, rec=0.97, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.082253,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/lolbin-to-inc-ransomware,www.huntress.com,RSS,LOLBin to INC Ransomware,Huntress has observed INC ransomware deployed in the past but recent activity indicates a possible continued shift in/or improvement of tactics employed by these threat actors.,2024-05-01T00:00:00+00:00,NFS / File-Share Exposure,0.6358,"dom_w=0.75, rec=0.97, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.082490,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/healthcare-held-hostage-fighting-the-plague-of-ransomware,www.huntress.com,RSS,Healthcare Held Hostage: Fighting the Plague of Ransomware | Huntress,"Ransomware is spreading like wildfire. Learn about its growing threat to healthcare, its impact on patient care, and how Huntress managed solutions can better protect your organization from cyberattacks.",2024-05-03T00:00:00+00:00,NFS / File-Share Exposure,0.6358,"dom_w=0.75, rec=0.97, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.082444,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/attacking-mssql-servers-pt-ii,www.huntress.com,RSS,"Attacking MSSQL Servers, Pt. II | Huntress","The publication of the first blog post led a Huntress SOC analyst to identify and escalate a second, similar incident. A deeper investigation into the activity made it clear that the Huntress SOC had obviated several Trigona ransomware attacks, protecting customers from the impact of a ransomware infection.",2024-02-29T00:00:00+00:00,NFS / File-Share Exposure,0.6345,"dom_w=0.75, rec=0.96, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.083423,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/blackcat-ransomware-affiliate-ttps,www.huntress.com,RSS,BlackCat Ransomware Affiliate TTPs | Huntress,"This blog post provides a detailed look at the TTPs of a ransomware affiliate operator. In this case, the endpoint had been moved to another infrastructure (as illustrated by various command lines, and confirmed by the partner), so while Huntress SOC analysts reported the activity to the partner, no Huntress customer was impacted by the ransomware deployment.",2024-02-28T00:00:00+00:00,NFS / File-Share Exposure,0.6345,"dom_w=0.75, rec=0.96, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.083485,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/detection-guidance-for-connectwise-cwe-288-2,www.huntress.com,RSS,Detection Guidance for ConnectWise CWE-288 | Huntress,"Stay secure with Huntress! Learn about critical vulnerabilities tied to ConnectWise, including CWE-288 authentication bypass. Patch now to version 23.9.8 for protection.",2024-02-20T00:00:00+00:00,NFS / File-Share Exposure,0.6344,"dom_w=0.75, rec=0.96, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.083688,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/how-to-know-if-your-screenconnect-server-is-hacked,www.huntress.com,RSS,Guide: How to Know if your ScreenConnect Server is Hacked | Huntress,Huntress Guide: Review this guide on how to tell which ScreenConnect Server autoruns are found on your endpoint so you can quickly find and remove them.,2024-02-23T00:00:00+00:00,NFS / File-Share Exposure,0.6344,"dom_w=0.75, rec=0.96, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.083589,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/ransomware-deployment-attempts-via-teamviewer,www.huntress.com,RSS,Ransomware Deployment Attempts Via TeamViewer | Huntress,"Huntress analysts continue to observe access to endpoints via legacy TeamViewer installations, and/or compromised TeamViewer credentials.",2024-01-17T00:00:00+00:00,NFS / File-Share Exposure,0.6337,"dom_w=0.75, rec=0.96, cat_hits=1, sig=0",New,,2025-09-05T19:23:41.084117,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
,https://www.huntress.com/blog/cant-touch-this-data-exfiltration-via-finger,www.huntress.com,RSS,Can’t Touch This: Data Exfiltration via Finger,"Threat actors frequently make use of native utilities during incidents. However, this blog post discusses a rarely-observed means of data exfiltration.",2023-11-28T00:00:00+00:00,NFS / File-Share Exposure,0.6326,"dom_w=0.75, rec=0.96, cat_hits=1, sig=0",New,,2025-09-08T23:34:11.252351,,1,0,0,0,0,0,0,0,1,1,NFS / File-Share Exposure
