ID,URL,Source_Domain,Source_Type,Title,Snippet,Publish_Date,Category_Guess,Score,Reason,Status,Collected_By,Added_On,Last_Checked,RepFlag,has_CVE,has_TID,has_IOC,has_MiningTok,has_NFSTok,has_SSHTok,SigFlag,Quality2,Quality4,__SelectedCategory
,https://ubuntu.com/security/notices/USN-7648-3,ubuntu.com,RSS,USN-7648-3: PHP regression,"USN-7648-2 fixed vulnerabilities in PHP. The patch for CVE-2025-1735
caused a regression in php7.0, php7.2 and php7.4. This update fixes
the problem.

We apologize for the inconvenience.

Original advisory details:

 It was discovered that PHP incorrectly handled certain hostnames containing
 null characters. A remote attacker could possibly use this issue to bypass
 certain hostname validation checks. (CVE-2025-1220)

 It was discovered that PHP incorrectly handled the pgsql and pdo_pgsql
 escaping functions. A remote attacker could possibly use this issue to
 cause PHP to crash, resulting in a denial of service. (CVE-2025-1735)

 It was discovered that PHP incorrectly handled parsing certain XML data in
 SOAP extensions. A remote attacker could possibly use this issue to cause
 PHP to crash, resulting in a denial of service. (CVE-2025-6491)",2025-09-04T07:44:55+00:00,SSH & Credential Abuse,0.6641,"dom_w=0.85, rec=1.0, cat_hits=0, sig=2",New,,2025-09-05T19:23:49.882406,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.microsoft.com/en-us/security/blog/2025/08/26/securing-and-governing-the-rise-of-autonomous-agents/,www.microsoft.com,RSS,Securing and governing the rise of autonomous agents​​,"<p>Hear directly from Corporate Vice President and Deputy Chief Information Security Officer (CISO) for Identity, Igor Sakhnov, about how to secure and govern autonomous agents. This blog is part of a new ongoing series where our Deputy CISOs share their thoughts on what is most important in their respective domains. In this series you will get practical advice, forward-looking commentary on where the industry is going, things you should stop doing, and more. ​</p>
<p>The post <a href=""https://www.microsoft.com/en-us/security/blog/2025/08/26/securing-and-governing-the-rise-of-autonomous-agents/"">Securing and governing the rise of autonomous agents​​</a> appeared first on <a href=""https://www.microsoft.com/en-us/security/blog"">Microsoft Security Blog</a>.</p>",2025-08-26T16:00:00+00:00,SSH & Credential Abuse,0.6481,"dom_w=0.9, rec=1.0, cat_hits=0, sig=1",New,,2025-09-05T18:05:36.122567,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://blog.qualys.com/category/product-tech/vulnmgmt-detection-response,blog.qualys.com,RSS,CVE-2025-8088 WinRAR Exploit: From Zero-Day to Zero-Risk with TruRisk™ Eliminate,"The Risk Behind the WinRAR Vulnerability&#160; A newly disclosed path traversal vulnerability (CVE-2025-8088) in WinRAR leaves millions of Windows systems exposed to attack. This flaw enables adversaries to craft malicious archives that bypass the user’s chosen extraction path, forcing files into unintended system locations.&#160; All versions of WinRAR up to 7.12 are impacted, making this [&#8230;]",2025-09-05T11:50:39+00:00,SSH & Credential Abuse,0.6467,"dom_w=0.8, rec=1.0, cat_hits=0, sig=2",New,,2025-09-05T19:23:40.184649,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://securelist.com/pipemagic/117270/,securelist.com,RSS,Evolution of the PipeMagic backdoor: from the RansomExx incident to CVE-2025-29824,"We examine the evolution of the PipeMagic backdoor and the TTPs of its operators – from the RansomExx incident in 2022 to attacks in Brazil and the Middle East, and the exploitation of CVE-2025-29824 in 2025.",2025-08-18T09:00:10+00:00,SSH & Credential Abuse,0.6463,"dom_w=0.8, rec=1.0, cat_hits=0, sig=2",New,,2025-09-05T18:05:38.440578,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.crowdstrike.com/en-us/blog/next-gen-identity-security-unifies-protection-across-all-identities-domains/,www.crowdstrike.com,RSS,Falcon Next-Gen Identity Security Unifies Protection Across All Identities and Domains,,2025-08-14T00:00:00-05:00,SSH & Credential Abuse,0.6409,"dom_w=0.88, rec=1.0, cat_hits=0, sig=1",New,,2025-09-05T18:05:25.834660,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/wing-ftp-server-remote-code-execution-cve-2025-47812-exploited-in-wild,www.huntress.com,RSS,Wing FTP Server Remote Code Execution (CVE-2025-47812) Exploited in the Wild,"Huntress discovered active exploitation of Wing FTP Server RCE (CVE-2025-47812). Learn more about the injection flaw, attack timeline, forensic artifacts, and how to protect your organization.",2025-07-10T05:00:00+00:00,SSH & Credential Abuse,0.628,"dom_w=0.75, rec=1.0, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.074597,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/do-tigers-really-change-their-stripes,www.huntress.com,RSS,Do Tigers Really Change Their Stripes?,"Across the larger cybersecurity community, an often-used adage is that “threat actors always change their tactics.” However, when we really start to look at and track incident data, we begin to see that while some changes may be necessitated based on infrastructures and other challenges the threat actor may encounter, there are times when tactics remain consistent across incidents. Recent investigations into exploitation activity for CVE-2025-31151 and CVE-2025-30406 show similar TTPs across different incidents.",2025-05-06T05:00:00+00:00,SSH & Credential Abuse,0.6266,"dom_w=0.75, rec=0.99, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.076198,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/cve-2025-30406-critical-gladinet-centrestack-triofox-vulnerability-exploited-in-the-wild,www.huntress.com,RSS,CVE-2025-30406 - Critical Gladinet CentreStack & Triofox Vulnerability Exploited In The Wild,"Huntress has observed in the wild exploitation against CVE-2025-30406, a weakness due to hardcoded cryptographic keys.",2025-04-14T05:00:00+00:00,SSH & Credential Abuse,0.6262,"dom_w=0.75, rec=0.99, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.076804,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/crushftp-cve-2025-31161-auth-bypass-and-post-exploitation,www.huntress.com,RSS,CrushFTP CVE-2025-31161 Auth Bypass and Post-Exploitation,"Huntress observed in-the-wild exploitation of CVE-2025-31161, an authentication bypass vulnerability in versions of CrushFTP and further  post-exploitation leveraging MeshCentral and other malware.",2025-04-04T05:00:00+00:00,SSH & Credential Abuse,0.626,"dom_w=0.75, rec=0.99, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.077015,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/threat-advisory-oh-no-cleo-cleo-software-actively-being-exploited-in-the-wild,www.huntress.com,RSS,Cleo Software Actively Being Exploited in the Wild CVE-2024-55956 | Huntress,"Huntress identified an emerging threat involving Cleo’s LexiCom, VLTransfer, and Harmony software, known as CVE-2024-55956, commonly used to manage file transfers. Read more about this emerging threat on the Huntress Blog.",2025-01-06T21:16:42+00:00,SSH & Credential Abuse,0.6242,"dom_w=0.75, rec=0.98, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.078218,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/cleo-software-vulnerability-malware-analysis,www.huntress.com,RSS,Cleo Malichus Malware Analysis CVE-2024-55956| Huntress,Team Huntress has analyzed Cleo's software vulnerability CVE-2024-55956. Take a look at the technical breakdown of a new family of malware we’ve named Malichus.,2024-12-11T00:00:00+00:00,SSH & Credential Abuse,0.6236,"dom_w=0.75, rec=0.98, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.078538,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/slashandgrab-screen-connect-post-exploitation-in-the-wild-cve-2024-1709-cve-2024-1708,www.huntress.com,RSS,SlashAndGrab: ScreenConnect Post-Exploitation in the Wild (CVE-2024-1709 & CVE-2024-1708) | Huntress,"Adversaries have been VERY busy in the wake of the ScreenConnect vulnerabilities (CVE-2024-1709 & CVE-2024-1708). Here’s all the post-exploitation details, tradecraft, and tactics we’ve observed so far!",2024-02-23T00:00:00+00:00,SSH & Credential Abuse,0.6177,"dom_w=0.75, rec=0.96, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.083542,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/a-catastrophe-for-control-understanding-the-screenconnect-authentication-bypass,www.huntress.com,RSS,Understanding the ConnectWise ScreenConnect CVE-2024-1709 & CVE-2024-1708 | Huntress,This blog discusses the Huntress Team's analysis efforts of the two vulnerabilities and software weaknesses in ConnectWise ScreenConnect (CVE-2024-1708 and CVE-2024-1709) and the technical details behind this attack.,2024-02-21T00:00:00+00:00,SSH & Credential Abuse,0.6177,"dom_w=0.75, rec=0.96, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.083641,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/mft-exploitation-and-adversary-operations,www.huntress.com,RSS,MFT Exploitation and Adversary Operations | Huntress,Dive into our analysis of the CVE-2023-43117 threat in CrushFTP and the growing popularity of MFT application exploitation as a tactic for adversaries.,2023-11-29T00:00:00+00:00,SSH & Credential Abuse,0.616,"dom_w=0.75, rec=0.96, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.084829,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/critical-vulnerability-sysaid-cve-2023-47246,www.huntress.com,RSS,Critical Vulnerability: SysAid CVE-2023-47246 | Huntress,Huntress has analyzed the emerging SysAid CVE-2023-47246 vulnerability and recreated the attack chain with a proof-of-concept exploit.,2023-11-10T00:00:00+00:00,SSH & Credential Abuse,0.6157,"dom_w=0.75, rec=0.95, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.084924,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/critical-vulnerability-webp-heap-buffer-overflow-cve-2023-4863,www.huntress.com,RSS,Critical Vulnerability: WebP Heap Buffer Overflow (CVE-2023-4863) | Huntress,Huntress is tracking a new critical vulnerability seen in the wild that affects anything using the libwebp WebP image library. Here’s what we know so far.,2023-09-28T00:00:00+00:00,SSH & Credential Abuse,0.6148,"dom_w=0.75, rec=0.95, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.085541,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/another-papercut-cve-2023-39143-remote-code-execution,www.huntress.com,RSS,Another PaperCut: CVE-2023-39143 Remote Code Execution | Huntress,"Huntress is tracking a new PaperCut vulnerability, CVE-2023-39143, which allows full remote code execution on unpatched servers.",2023-08-05T00:00:00+00:00,SSH & Credential Abuse,0.6137,"dom_w=0.75, rec=0.95, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.086474,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/moveit-transfer-critical-vulnerability-rapid-response,www.huntress.com,RSS,MOVEit Transfer Critical Vulnerability CVE-2023-34362 Rapid Response,Our team is tracking in-the-wild exploitation of a zero-day vulnerability against Progress' MOVEit Transfer web application that allows for escalated privileges and unauthorized access.,2023-06-01T00:00:00+00:00,SSH & Credential Abuse,0.6125,"dom_w=0.75, rec=0.94, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.087235,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.darkreading.com/vulnerabilities-threats/sap-4hana-vulnerability-under-attack,www.darkreading.com,RSS,"Critical SAP S/4HANA Vulnerability Under Attack, Patch Now","Exploitation of CVE-2025-42957 requires &quot;minimal effort&quot; and can result in a complete compromise of the SAP system and host OS, according to researchers.",2025-09-05T20:11:30+00:00,SSH & Credential Abuse,0.6116,"dom_w=0.7, rec=1.0, cat_hits=0, sig=2",New,,2025-09-08T23:34:28.527561,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/veeam-backup-replication-cve-2023-27532-response,www.huntress.com,RSS,Veeam Backup & Replication CVE-2023-27532 Response | Huntress,"We cover CVE-2023-27532, a vulnerability in the Veeam Backup & Replication component that allowed an unauthenticated user to retrieve host credentials.",2023-03-13T00:00:00+00:00,SSH & Credential Abuse,0.6109,"dom_w=0.75, rec=0.94, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.088116,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/rapid-response-critical-rce-vulnerability-is-affecting-java,www.huntress.com,RSS,Critical RCE Vulnerability Updates (log4j - CVE-2021-44228) | Huntress,"Read about how our team investigated CVE-2021-44228, a critical vulnerability that was affecting a Java logging package.",2021-12-10T00:00:00+00:00,SSH & Credential Abuse,0.6021,"dom_w=0.75, rec=0.91, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.092313,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/critical-rce-vulnerability-log4j-cve-2021-44228,www.huntress.com,RSS,Critical RCE Vulnerability: log4j - CVE-2021-44228 | Huntress,"Our team is currently investigating CVE-2021-44228, a critical vulnerability that’s affecting a Java logging package.",2021-12-10T00:00:00+00:00,SSH & Credential Abuse,0.6021,"dom_w=0.75, rec=0.91, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.092269,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/cybersecurity-advisory-hackers-are-exploiting-cve-2021-40444,www.huntress.com,RSS,Threat Advisory: Hackers Are Exploiting CVE-2021-40444 | Huntress,Huntress is monitoring a new threat against Windows OS and Microsoft Office products (CVE-2021-40444). The MSHTML engine is vulnerable to arbitrary code execution.,2021-09-09T00:00:00+00:00,SSH & Credential Abuse,0.6003,"dom_w=0.75, rec=0.9, cat_hits=0, sig=2",New,,2025-09-05T19:23:41.093074,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/utilizing-asns-for-hunting-and-response,www.huntress.com,RSS,Utilizing ASNs for Hunting & Response,"Autonomous system numbers are like the address book of the internet, and not every IP address belongs to a “friendly” address. Learn more about how the Huntress Hunt & Response teams utilize ASNs.",2025-05-08T05:00:00+00:00,SSH & Credential Abuse,0.5933,"dom_w=0.75, rec=0.99, cat_hits=0, sig=1",New,,2025-09-05T19:23:41.076058,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/mssql-to-screenconnect,www.huntress.com,RSS,MSSQL to ScreenConnect | Huntress,"Huntress continues to see MSSQL server systems being attacked, and in recent incidents have seen overlap with previous incidents, not only in the use of LOLBins, but also in IP addresses used by the threat actor.",2024-03-28T00:00:00+00:00,SSH & Credential Abuse,0.5851,"dom_w=0.75, rec=0.96, cat_hits=0, sig=1",New,,2025-09-05T19:23:41.082832,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/time-travelers-busted-how-to-detect-impossible-travel-,www.huntress.com,RSS,Time Travelers Busted: How to Detect Impossible Travel | Huntress,"Impossible Travel is one of the earliest indicators of user compromise, and it works against any user-centric event that can be tied back to a location. Huntress goes in-depth on this problem, explaining how it works, revealing challenges surrounding it, and offering real-world examples occurring within Microsoft 365.",2024-03-07T00:00:00+00:00,SSH & Credential Abuse,0.5847,"dom_w=0.75, rec=0.96, cat_hits=0, sig=1",New,,2025-09-05T19:23:41.083180,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/cve-2017-18362-arbitrary-sql-injection-in-mangeditsync-integration-ba142ff24f4d,www.huntress.com,RSS,CVE-2017-18362: Arbitrary SQL Execution in ManagedITSync Integration,"A vulnerability was discovered and disclosed in late 2017 that affected the ConnectWise ManagedITSync integration, designed to sync data between the ConnectWise Manage PSA and the Kaseya VSA RMM.",2019-02-08T14:00:00+00:00,SSH & Credential Abuse,0.5831,"dom_w=0.75, rec=0.85, cat_hits=0, sig=2",New,,2025-09-08T23:34:11.263871,,1,1,0,0,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/exploring-the-value-of-indicators-in-small-business-defense,www.huntress.com,RSS,Exploring the Value of Indicators In Small Business Defense,Discover how leveraging technical indicators can boost cybersecurity effectiveness and empower small business defense. Read on for practical insights.,2023-12-07T00:00:00+00:00,SSH & Credential Abuse,0.5829,"dom_w=0.75, rec=0.96, cat_hits=0, sig=1",New,,2025-09-05T19:23:41.084651,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://securelist.com/new-phishing-and-scam-trends-in-2025/117217/,securelist.com,RSS,New trends in phishing and scams: how AI and social media are changing the game,"Common tactics in phishing and scams in 2025: learn about the use of AI and deepfakes, phishing via Telegram, Google Translate and Blob URLs, biometric data theft, and more.",2025-08-13T08:00:06+00:00,SSH & Credential Abuse,0.5795,"dom_w=0.8, rec=1.0, cat_hits=0, sig=0",New,,2025-09-05T18:05:38.440644,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.darkreading.com/threat-intelligence/new-domains-salt-typhoon-unc4841,www.darkreading.com,RSS,"45 New Domains Linked to Salt Typhoon, UNC4841","The China-backed threat actors have used the previously undiscovered infrastructure to obtain long-term, stealthy access to targeted organizations.",2025-09-08T10:08:51+00:00,SSH & Credential Abuse,0.5783,"dom_w=0.7, rec=1.0, cat_hits=0, sig=1",New,,2025-09-08T23:34:28.527367,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/hackers-no-hashing-randomizing-api-hashes-to-evade-cobalt-strike-shellcode-detection,www.huntress.com,RSS,Hackers No Hashing: Randomizing API Hashes to Evade Cobalt Strike Shellcode Detection,Hackers could be outsmarting preventive tools by making trivial changes to default settings. We dive into our research in this blog.,2022-02-16T00:00:00+00:00,SSH & Credential Abuse,0.57,"dom_w=0.75, rec=0.91, cat_hits=0, sig=1",New,,2025-09-05T19:23:41.091492,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/snakes-on-a-domain-an-analysis-of-a-python-malware-loader,www.huntress.com,RSS,Snakes on a Domain: An Analysis of a Python Malware Loader | Huntress,Join us on a threat analysis journey as we discover a very shady Python—and a very friendly RAT.,2021-08-17T00:00:00+00:00,SSH & Credential Abuse,0.5665,"dom_w=0.75, rec=0.9, cat_hits=0, sig=1",New,,2025-09-08T23:34:11.260751,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/rapid-response-mass-exploitation-of-on-prem-exchange-servers,www.huntress.com,RSS,Rapid Response: Mass Exploitation of On-Prem Exchange Servers | Huntress,On-prem Microsoft Exchange Server vulnerabilities are being actively exploited in the wild. Read our blog for Huntress' most up-to-date research and IOCs.,2021-03-03T00:00:00+00:00,SSH & Credential Abuse,0.5634,"dom_w=0.75, rec=0.89, cat_hits=0, sig=1",New,,2025-09-08T23:34:11.262289,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
,https://www.huntress.com/blog/the-hunt-for-redcurl-2,www.huntress.com,RSS,Hunt for RedCurl | Huntress,Huntress discovered RedCurl activity across several organizations in Canada going back to 2023. Learn more about how this APT operates and how they aim to remain undetected while exfiltrating sensitive data.,2025-03-03T15:55:35+00:00,SSH & Credential Abuse,0.5587,"dom_w=0.75, rec=0.99, cat_hits=0, sig=0",New,,2025-09-05T19:23:41.077708,,1,0,0,1,0,0,0,1,2,2,SSH & Credential Abuse
