URL,Title,Source_Domain,Publish_Date,Score,RepFlag,SigFlag,Quality2,Quality4,has_CVE,has_TID,has_IOC
https://thedfirreport.com/2025/03/31/fake-zoom-ends-in-blacksuit-ransomware/,Fake Zoom Ends in BlackSuit Ransomware,thedfirreport.com,2025-03-31T00:01:24+00:00,0.6775,1,0,1,1,0,0,0
https://thedfirreport.com/2025/01/27/cobalt-strike-and-a-pair-of-socks-lead-to-lockbit-ransomware/,Cobalt Strike and a Pair of SOCKS Lead to LockBit Ransomware,thedfirreport.com,2025-01-27T01:42:49+00:00,0.6762,1,0,1,1,0,0,0
https://www.schneier.com/blog/archives/2025/09/generative-ai-as-a-cybercrime-assistant.html,Generative AI as a Cybercrime Assistant,www.schneier.com,2025-09-04T11:06:25+00:00,0.6458,1,0,1,1,0,0,0
https://www.schneier.com/blog/archives/2025/09/friday-squid-blogging-the-origin-and-propagation-of-squid.html,Friday Squid Blogging: The Origin and Propagation of Squid,www.schneier.com,2025-09-06T00:05:27+00:00,0.6458,1,0,1,1,0,0,0
https://www.schneier.com/blog/archives/2025/08/friday-squid-blogging-catching-humboldt-squid.html,Friday Squid Blogging: Catching Humboldt Squid,www.schneier.com,2025-08-29T21:04:09+00:00,0.6456,1,0,1,1,0,0,0
https://www.huntress.com/blog/cephalus-ransomware,Cephalus Ransomware: Don’t Lose Your Head,www.huntress.com,2025-08-21T21:00:00+00:00,0.6455,1,0,1,1,0,0,0
https://www.huntress.com/blog/kawalocker-ransomware-deployed,"Kawabunga, Dude, You’ve Been Ransomed!",www.huntress.com,2025-08-14T05:00:00+00:00,0.6454,1,0,1,1,0,0,0
https://www.huntress.com/blog/why-old-ransomware-playbooks-never-die,The Commented Kill Chain: Why Old Ransomware Playbooks Never Die,www.huntress.com,2025-07-31T04:00:00+00:00,0.6451,1,0,1,1,0,0,0
https://www.huntress.com/blog/crux-ransomware,Getting to the Crux (Ransomware) of the Matter,www.huntress.com,2025-07-18T04:00:00+00:00,0.6448,1,0,1,1,0,0,0
https://www.huntress.com/blog/advanced-intrusion-targeting-executive-at-critical-marketing-research-company,“Advanced” Intrusion Targeting Critical Marketing Research Company,www.huntress.com,2025-05-27T05:00:00+00:00,0.6437,1,0,1,1,0,0,0
https://www.huntress.com/blog/breaking-down-ransomware-attacks-and-how-to-stay-ahead,Breaking Down Ransomware Attacks and How to Stay Ahead,www.huntress.com,2025-05-15T05:00:00+00:00,0.6435,1,0,1,1,0,0,0
https://www.huntress.com/blog/for-ransomware-time-to-ransom-is-money,Time to Ransom is Money,www.huntress.com,2025-05-13T05:00:00+00:00,0.6435,1,0,1,1,0,0,0
https://www.huntress.com/blog/infographic-uncover-tomorrows-cyber-threats-today,Uncover Tomorrow’s Cyber Threats Today | Huntress,www.huntress.com,2025-03-04T00:00:00+00:00,0.642,1,0,1,1,0,0,0
https://www.huntress.com/blog/huntress-2025-cyber-threat-report-proliferating-rats-evolving-ransomware-and-other-findings,"2025 Cybersecurity Threat Report: Proliferating RATs, Evolving Ransomware, and Other Findings | Huntress",www.huntress.com,2025-02-11T00:00:00+00:00,0.6416,1,0,1,1,0,0,0
https://www.huntress.com/blog/its-not-safe-to-pay-safepay,It’s Not Safe To Pay SafePa,www.huntress.com,2024-11-14T00:00:00+00:00,0.6398,1,0,1,1,0,0,0
https://www.huntress.com/blog/a-parents-guide-to-securing-childrens-tech-gifts,A Parent's Guide to Securing Children's Tech Gifts | Huntress,www.huntress.com,2024-11-13T00:00:00+00:00,0.6397,1,0,1,1,0,0,0
https://www.huntress.com/blog/readtext34-ransomware-incident,ReadText34 Ransomware Incident | Huntress,www.huntress.com,2024-09-22T16:48:35+00:00,0.6387,1,0,1,1,0,0,0
https://www.huntress.com/blog/a-surge-in-ransomware-insights-from-our-2024-cyber-threat-report,Insights from Our 2024 Cyber Threat Report | Huntress,www.huntress.com,2024-05-22T00:00:00+00:00,0.6362,1,0,1,1,0,0,0
https://www.huntress.com/blog/healthcare-held-hostage-fighting-the-plague-of-ransomware,Healthcare Held Hostage: Fighting the Plague of Ransomware | Huntress,www.huntress.com,2024-05-03T00:00:00+00:00,0.6358,1,0,1,1,0,0,0
https://www.huntress.com/blog/lolbin-to-inc-ransomware,LOLBin to INC Ransomware,www.huntress.com,2024-05-01T00:00:00+00:00,0.6358,1,0,1,1,0,0,0
https://www.huntress.com/blog/blackcat-ransomware-affiliate-ttps,BlackCat Ransomware Affiliate TTPs | Huntress,www.huntress.com,2024-02-28T00:00:00+00:00,0.6345,1,0,1,1,0,0,0
https://www.huntress.com/blog/attacking-mssql-servers-pt-ii,"Attacking MSSQL Servers, Pt. II | Huntress",www.huntress.com,2024-02-29T00:00:00+00:00,0.6345,1,0,1,1,0,0,0
https://www.huntress.com/blog/detection-guidance-for-connectwise-cwe-288-2,Detection Guidance for ConnectWise CWE-288 | Huntress,www.huntress.com,2024-02-20T00:00:00+00:00,0.6344,1,0,1,1,0,0,0
https://www.huntress.com/blog/how-to-know-if-your-screenconnect-server-is-hacked,Guide: How to Know if your ScreenConnect Server is Hacked | Huntress,www.huntress.com,2024-02-23T00:00:00+00:00,0.6344,1,0,1,1,0,0,0
https://www.huntress.com/blog/ransomware-deployment-attempts-via-teamviewer,Ransomware Deployment Attempts Via TeamViewer | Huntress,www.huntress.com,2024-01-17T00:00:00+00:00,0.6337,1,0,1,1,0,0,0
https://www.huntress.com/blog/curling-for-data-a-dive-into-a-threat-actors-malicious-ttps,Curling for Data: A Dive into a Threat Actor's Malicious TTPs | Huntress,www.huntress.com,2023-12-14T00:00:00+00:00,0.633,1,1,2,2,0,0,1
https://www.huntress.com/blog/cant-touch-this-data-exfiltration-via-finger,Can’t Touch This: Data Exfiltration via Finger,www.huntress.com,2023-11-28T00:00:00+00:00,0.6326,1,0,1,1,0,0,0
https://www.huntress.com/blog/investigating-new-inc-ransom-group-activity,Investigating New INC Ransom Group Activity | Huntress,www.huntress.com,2023-08-11T00:00:00+00:00,0.6305,1,0,1,1,0,0,0
https://www.bleepingcomputer.com/news/security/us-charges-admin-of-lockergoga-megacortex-nefilim-ransomware/,"US charges admin of LockerGoga, MegaCortex, Nefilim ransomware",www.bleepingcomputer.com,2025-09-09T12:08:15-04:00,0.6283,1,0,1,1,0,0,0
https://www.bleepingcomputer.com/news/security/lovesac-confirms-data-breach-after-ransomware-attack-claims/,Lovesac confirms data breach after ransomware attack claims,www.bleepingcomputer.com,2025-09-08T14:24:25-04:00,0.6283,1,0,1,1,0,0,0
https://www.darkreading.com/endpoint-security/apt28-outlook-notdoor-backdoor,Russia's APT28 Targets Microsoft Outlook With 'NotDoor' Malware,www.darkreading.com,2025-09-03T20:49:14+00:00,0.6282,1,0,1,1,0,0,0
https://www.darkreading.com/threat-intelligence/akira-clop-top-5-most-active-ransomware-groups-list,"Akira, Cl0p Top List of 5 Most Active Ransomware-as-a-Service Groups",www.darkreading.com,2025-08-28T18:49:55+00:00,0.6281,1,0,1,1,0,0,0
https://www.darkreading.com/application-security/cisas-new-sbom-guidelines-mixed-reviews,CISA's New SBOM Guidelines Get Mixed Reviews,www.darkreading.com,2025-08-28T15:17:50+00:00,0.6281,1,0,1,1,0,0,0
https://www.darkreading.com/cyber-risk/dark-reading-confidential-guided-tour-dark-web,Dark Reading Confidential: A Guided Tour of Today's Dark Web,www.darkreading.com,2025-08-28T18:00:19+00:00,0.6281,1,0,1,1,0,0,0
https://www.huntress.com/blog/using-shodan-images-to-hunt-down-ransomware-groups,Using Shodan Images to Hunt Down Ransomware Groups | Huntress,www.huntress.com,2022-12-20T00:00:00+00:00,0.6259,1,0,1,1,0,0,0
https://www.huntress.com/blog/creating-macos-ransomware,Creating macOS Ransomware | Huntress,www.huntress.com,2022-11-08T00:00:00+00:00,0.6251,1,0,1,1,0,0,0
https://www.huntress.com/blog/huntress-commitment-to-the-cybersecurity-community,Huntress’ Commitment to the Cybersecurity Community | Huntress,www.huntress.com,2022-08-02T00:00:00+00:00,0.6232,1,0,1,1,0,0,0
https://www.huntress.com/blog/triangulation,Triangulation | Huntress,www.huntress.com,2022-06-14T00:00:00+00:00,0.6223,1,0,1,1,0,0,0
https://www.huntress.com/blog/breaking-down-the-nist-cybersecurity-framework,Breaking Down the NIST Cybersecurity Framework,www.huntress.com,2022-04-14T00:00:00+00:00,0.6211,1,0,1,1,0,0,0
https://www.huntress.com/blog/a-beginners-guide-to-phishing-simulation-training-for-employees,A Beginner’s Guide to Phishing Simulation Training for Employees | Huntress,www.huntress.com,2022-01-19T00:00:00+00:00,0.6195,1,0,1,1,0,0,0
https://www.huntress.com/blog/ransomware-canaries-a-2022-update,Ransomware Canaries: A 2022 Update | Huntress,www.huntress.com,2022-01-14T00:00:00+00:00,0.6194,1,0,1,1,0,0,0
https://www.huntress.com/blog/how-ransomware-works-and-why-its-a-hacker-favorite,How Ransomware Works and Why It's a Hacker Favorite | Huntress,www.huntress.com,2021-11-09T00:00:00+00:00,0.6182,1,0,1,1,0,0,0
https://www.huntress.com/blog/threat-advisory-hackers-are-exploiting-a-vulnerability-in-popular-billing-software-to-deploy-ransomware,Hackers Are Exploiting a Vulnerability in Billing Software to Deploy Ransomware | Huntress,www.huntress.com,2021-10-22T00:00:00+00:00,0.6178,1,0,1,1,0,0,0
https://www.huntress.com/blog/security-researchers-hunt-to-discover-origins-of-the-kaseya-vsa-mass-ransomware-incident,The Hunt to Find Origins of Kaseya's VSA Mass Ransomware Incident | Huntress,www.huntress.com,2021-07-20T00:00:00+00:00,0.616,1,0,1,1,0,0,0
https://www.huntress.com/blog/experts-weigh-in-on-the-state-of-email-based-threats,Experts Weigh in on the State of Email-Based Threats | Huntress,www.huntress.com,2021-07-14T00:00:00+00:00,0.6159,1,0,1,1,0,0,0
https://www.huntress.com/blog/the-huntress-vsa-vaccine-acting-like-hackers-to-protect-our-partners,Huntress VSA Vaccine: Acting Like Hackers To Protect Our Partners | Huntress,www.huntress.com,2021-07-13T00:00:00+00:00,0.6159,1,0,1,1,0,0,0
https://www.huntress.com/blog/rapid-response-kaseya-vsa-mass-msp-ransomware-incident,Rapid Response: Mass MSP Ransomware Incident | Huntress,www.huntress.com,2021-07-03T00:00:00+00:00,0.6157,1,0,1,1,0,0,0
https://www.huntress.com/blog/discovering-a-ransomware-remedy-in-the-wild,Discovering a Ransomware Remedy in the Wild | Huntress,www.huntress.com,2021-06-08T00:00:00+00:00,0.6152,1,0,1,1,0,0,0
https://www.huntress.com/blog/cybersecurity-insurance-perspective-on-ransomware,Cyber Security Insurance Perspective on Ransomware | Huntress,www.huntress.com,2021-05-25T00:00:00+00:00,0.615,1,0,1,1,0,0,0
https://www.huntress.com/blog/understanding-your-smb-clients-cybersecurity-needs,Understanding Your SMB Clients' Cybersecurity Needs,www.huntress.com,2021-05-27T00:00:00+00:00,0.615,1,0,1,1,0,0,0
https://go.theregister.com/feed/www.theregister.com/2025/09/05/real_story_ai_ransomware_promptlock/,"The crazy, true story behind the first AI-powered ransomware",www.theregister.com,2025-09-05T20:11:13+00:00,0.6108,0,0,0,0,0,0,0
https://go.theregister.com/feed/www.theregister.com/2025/09/03/ransomware_ai_abuse/,It looks like you’re ransoming data. Would you like some help?,www.theregister.com,2025-09-03T17:22:41+00:00,0.6107,0,0,0,0,0,0,0
https://www.huntress.com/blog/huntress-service-ransomware-canaries,Huntress Service: Ransomware Canaries | Huntress,www.huntress.com,2020-06-24T00:00:00+00:00,0.6088,1,0,1,1,0,0,0
https://www.huntress.com/blog/security-awareness-training-will-prevent-ransomware,Security Awareness Training Will Prevent Ransomware | Huntress,www.huntress.com,2017-07-05T00:00:00+00:00,0.5897,1,0,1,1,0,0,0
https://threatpost.com/ransomware-attacks-are-on-the-rise/180481/,Ransomware Attacks are on the Rise,threatpost.com,2022-08-26T16:44:27+00:00,0.5886,1,0,1,1,0,0,0
https://www.suse.com/support/security/sbom/,SUSE LINUX Enterprise Server 15 SP2 Common Criteria NIAP Evaluated Configuration Guide,www.suse.com,,0.4658,1,0,1,1,0,0,0
https://www.bankinfosecurity.com/agency-releases/fdic-issues-guidance-to-areas-in-illinois-impacted-by-severe-r-2805,FDIC Issues Guidance to Areas in Illinois Impacted by Severe Storms,www.bankinfosecurity.com,,0.4483,1,0,1,1,0,0,0
https://www.bankinfosecurity.com/us-feds-indict-lockergoga-megacortex-ransomware-hacker-a-29397,US Feds Indict Lockergoga and Megacortex Ransomware Hacker,www.bankinfosecurity.com,,0.4483,1,0,1,1,0,0,0
